title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"All about electricity",1,14,16,39,1,17,16,19,523.01,2
Fish,1,12,12,43,1,17,16,23,597,5
Insect,1,12,12,43,1,17,16,23,595.7,5
"Wiggles The Wiggles go bananas",1,5,12,8,1,17,16,24,782.42083,12
"Ethiopia for kids",1,5,12,44,1,17,16,31,963,12
"way things work Telecommunications",1,5,12,44,1,17,16,32,621.382,12
"Rock n learn Earth science",1,5,12,44,1,17,16,32,550,12
"Decimals percents",1,5,12,44,1,17,16,33,513.265,12
"Swan lake",1,2,16,42,1,17,16,33,792.842,14
"way things work Belts gears",1,5,12,44,1,17,16,33,621.833,12
"way things work Photography",1,5,12,44,1,17,16,34,621.367,12
"All your childs favorites",1,3,12,34,1,17,16,34,649.68,14
"Create faces face painting Halloween horror",1,2,16,42,1,17,16,34,745.5,14
"Critter quest bug out on a backyard safari",1,12,15,11,1,17,16,53,595.7,5
"Why Guy questions a firefighter",1,3,14,32,1,17,16,55,628.925,14
"How things work",1,12,15,11,1,17,16,57,621.8,5
"Growing up wild Bouncing babies",1,9,13,1,1,17,17,7,599.139,8
Mammals,1,9,13,1,1,17,17,8,599,8
"Fun on the farm introducing Doodle the Rooster and his animated friends",1,5,12,15,1,17,17,32,630.68,12
"Learning chess the easy way chess for absolute beginners",1,5,12,15,1,17,17,32,794.1,12
"Dropping in on Picasso",1,5,12,15,1,17,17,32,759.4,12
"Lets dance and tumble",1,5,12,15,1,17,17,33,791.64,12
Flight,1,12,15,20,1,17,17,35,629.1301,5
"magic school bus Space adventures",1,5,10,27,1,17,17,36,523,12
Spacetrekkers,1,5,10,27,1,17,17,36,520,12
"Signing time Practice time ABCs Level 1",1,3,17,8,1,17,17,56,419.7,14
"All about trucks",1,4,11,51,1,17,17,56,629.224,13
"Rock n learn Spanish Volumes I II",1,3,13,47,1,17,18,52,468.3421,14
"Shakespeare the animated tales Volume 4",1,3,19,16,1,17,19,4,822.33,13
Fish,1,3,19,15,1,17,19,4,597,13
Bird,1,3,19,15,1,17,19,4,598,13
Seashore,1,15,18,32,1,17,19,18,578.7699,2
"John Deere action 3",1,12,11,17,1,17,20,3,629.2252,5
"Baby boost Nursery rhymes",1,2,11,28,1,18,10,2,782.42083,15
"Schoolhouse rock America",1,2,11,28,1,18,10,2,973,15
"Predator and prey",1,12,14,2,1,18,12,11,591.53,5
"Hot potatoes the best of the Wiggles",1,16,10,21,1,18,12,20,782.42083,2
"Wiggles Racing to the rainbow",1,16,10,21,1,18,12,20,782.42083,2
"Signing time Series 2 volume 12 Box of crayons",1,15,10,50,1,18,12,31,419.7,3
"Signing time Series 2 volume 1 Nice to meet you",1,15,10,50,1,18,12,32,419.7,3
"Signing time Series 2 volume 13 Who has the frog",1,15,10,50,1,18,12,32,419.7,3
"Signing time Series 2 volume 11 Once upon a time",1,15,10,50,1,18,12,32,419.7,3
"Everybody dance",1,13,14,8,1,18,13,8,793.3083,4
"Lets hear it for the Laurie Berkner Band",1,10,13,3,1,18,13,10,782.42083,8
"VeggieTales Very silly songs VeggieTales very first sing along video",1,3,16,9,1,18,13,12,782.42083,14
"Sing along songs Happy haunting",1,3,16,9,1,18,13,12,782.42083,14
"Mister Maker Lets make it",1,3,16,9,1,18,13,15,745.5,14
"All about big machines",1,9,19,13,1,18,13,21,629,8
"Living sunlight how plants bring the Earth to life",1,4,14,21,1,18,13,24,572.46,13
"Teletubbies Go exercise with the Teletubbies",1,4,14,21,1,18,13,24,613.7042,13
"Fun in motion dance laugh learn about trucks cars trains planes boats",1,4,14,21,1,18,13,24,629.22,13
"Crossing the snow a tale from Japan",1,10,13,51,1,18,13,24,398.20952,7
"Who lives in Puget Sound",1,4,14,21,1,18,13,27,591.7699,13
"Popular mechanics for kids Lightning and other forces of nature",1,15,19,51,1,18,13,28,551.5632,2
"Shalom Sesame Volume 3 Shabbat shalom Grover",1,5,11,26,1,18,13,28,296.43,13
"Funtastic animals dance laugh learn about farm animals wild animals and pets",1,4,14,21,1,18,13,29,590,13
"science of Disney imagineering Newtons 3 laws of motion",1,8,15,17,1,18,13,54,531,9
"Fairy dancing",1,16,15,8,1,18,13,58,791.4372,1
"Lets learn how to use pastels and charcoal",1,11,13,46,1,18,14,1,741.235,7
"Sid the science kid Sid in motion",1,5,12,18,1,18,14,6,500,13
"Sid the science kid The bug club",1,5,12,18,1,18,14,15,507,13
"smart fitness workout brain based physical fitness routines",1,14,17,51,1,18,14,24,613.7042,3
Fire,1,18,13,21,1,18,14,31,353.979,0
"Meet the letters",1,4,17,54,1,18,14,50,428.13,13
"Classical baby Im grown up now The poetry show",1,13,14,22,1,18,15,27,808.81008,5
"Sid the science kid Going going green",1,13,14,20,1,18,15,27,791.4575,5
"Shalom sesame Volume 12 Adventures in Israel",1,13,14,20,1,18,15,27,956.94,5
"American Sign Language for kids Beginner level 1 volume 2",1,13,14,20,1,18,15,27,419.7,5
"Brainy baby Art exploring the world of art",1,13,14,20,1,18,15,27,700.83,5
"Families of Sweden",1,12,16,5,1,18,15,40,948.5,5
"Shanti Generation yoga skills for youth peacemakers",1,2,15,0,1,18,15,48,613.7046,16
"Baby ballet",1,17,14,33,1,18,16,28,792.8,1
"Shalom Sesame Volume 4 Grover plants a tree",1,11,14,51,1,18,16,28,296.43,7
"Sid the science kid Sid in motion",1,7,17,7,1,18,16,28,500,10
"magic school bus Bugs bugs bugs",1,2,14,59,1,18,16,30,595.7,16
"Dropping in on Grant Wood",1,9,11,43,1,18,16,34,759.13,9
"Fairy dancing",1,17,14,33,1,18,16,36,791.4372,1
"Abraham Lincoln sixteenth president",1,10,18,1,1,18,16,37,973.7092,7
"French 2 Wake up smiling",1,15,15,40,1,18,16,38,448.3421,3
Cat,1,3,16,56,1,18,16,38,599.75,14
Mammal,1,13,14,35,1,18,16,38,599,5
Shark,1,13,14,35,1,18,16,38,597.34,5
"Sid the science kid Sids backyard campout",1,4,16,25,1,18,16,41,796.54,14
"French 3 Playtime",1,15,15,40,1,18,16,42,448.3421,3
Flight,1,18,15,21,1,18,16,44,629.1301,0
"Sid the science kid Going going green",1,17,19,26,1,18,16,49,791.4575,0
"Animal atlas Superhero animals",1,10,17,1,1,18,16,54,590,7
"Animal atlas Animal passport",1,10,17,1,1,18,16,54,590.96,7
"First fun with French",1,2,16,2,1,18,17,3,448.3421,16
"March on the day my brother Martin changed the world and more stories about African American history",1,7,16,16,1,18,17,3,973.0496,11
"Martins big words the life of Dr Martin Luther King Jr and more stories from the African American tradition",1,7,16,16,1,18,17,4,323.092,11
"Lets dance and tumble",1,11,15,55,1,18,17,6,791.64,7
"Critter quest bug out on a backyard safari",1,9,11,53,1,18,17,35,595.7,9
Shark,1,4,15,31,1,18,17,50,597.34,14
"Eyewitness Planets",1,4,15,31,1,18,17,51,523.4,14
"Activity TV Halloween Vol 4",1,7,16,16,1,19,9,55,745.59416,11
"Creepy creatures",1,2,14,13,1,19,10,19,590,16
Bird,1,3,17,14,1,19,10,39,598,15
Fish,1,3,17,14,1,19,10,40,597,15
"Our feathered friends adventures on a chicken farm",1,15,16,58,1,19,11,27,636.5,3
"Lots lots of trains Vol 3 Roaring down the rails",1,15,16,58,1,19,11,27,625.2,3
"Garbage monsters",1,15,16,58,1,19,11,31,628.445,3
"Money making change",1,2,19,3,1,19,11,34,332.4,16
"Sid the science kid Gizmos and gadgets",1,13,13,39,1,19,11,59,621.8,5
"Schoolhouse rock Science",1,4,16,51,1,19,12,27,500,14
"Popular mechanics for kids Radical rockets and other cool cruising machines",1,7,18,30,1,19,12,28,500,11
"Popular mechanics for kids Lightning and other forces of nature",1,7,18,30,1,19,12,28,551.5632,11
"Popular mechanics for kids Gators dragons and other wild beasts",1,7,18,30,1,19,12,28,333.954,11
"Popular mechanics for kids Slither slime and other yucky things",1,7,18,30,1,19,12,28,500,11
"Schoolhouse rock Grammar",1,11,15,18,1,19,12,35,428,7
"Sportscamp Basketball",1,5,13,4,1,19,12,36,796.3232,13
"Schoolhouse rock Multiplication rock",1,4,16,51,1,19,12,40,513.213,14
"Wiggles Splish splash big red boat",1,4,12,16,1,19,12,46,782.42083,15
"Baby sign language basics",1,13,14,7,1,19,12,49,419,5
"Hola amigos Volume 1",1,7,15,28,1,19,13,4,468.3421,11
"Mighty machines Tremendous tools",1,7,15,28,1,19,13,8,621.8,11
"Paul Bunyan",1,16,11,22,1,19,13,8,398.20973,3
"Ready for phonics Level 2",1,16,11,22,1,19,13,8,372.465,3
"Alphabet phonics fun",1,3,16,47,1,19,13,12,411,15
"Visual inspirations",1,3,16,47,1,19,13,12,152.14,15
"My gym at home fun with Monique",1,3,16,47,1,19,13,12,613.7042,15
Subtraction,1,3,16,47,1,19,13,13,513.212,15
"Bugs bugs bugs",1,12,14,26,1,19,13,18,595.7,6
"Kidz bop Dance moves",1,12,14,25,1,19,13,18,793.3,6
"Zoboomafoo Pets",1,12,14,25,1,19,13,18,590,6
"Wiggles Its always Christmas with you",1,12,14,26,1,19,13,18,782.42083,6
"Sid the science kid Weather kid Sid",1,12,14,26,1,19,13,18,551.5,6
"Hot potatoes the best of the Wiggles",1,12,14,25,1,19,13,18,782.42083,6
Habitats,1,12,14,25,1,19,13,18,577,6
"Awesome animal builders",1,12,14,25,1,19,13,18,591.564,6
Monster,1,12,14,25,1,19,13,18,591.65,6
Insects,1,12,14,25,1,19,13,18,595.7,6
Seashore,1,12,14,25,1,19,13,18,578.7699,6
"animated Passion for the whole family",1,12,14,25,1,19,13,18,232.96,6
"Sid the science kid Sids sense ational adventures",1,12,14,25,1,19,13,18,500,6
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",1,12,13,0,1,19,13,22,613.6083,7
"Lots lots of big trains Vol 1 Giant railroad action",1,8,15,52,1,19,13,23,625.2,10
"John Deere earth mover action",1,8,15,52,1,19,13,24,629.225,10
"Be the creature The complete first season",1,3,13,40,1,19,13,26,590,15
"iKnow animals letters sounds Vol 1",1,8,15,52,1,19,13,29,372.465,10
"Im a potty pirate potty training for boys",1,6,16,9,1,19,13,29,649.62,12
"Families of United Kingdom",1,12,14,4,1,19,13,33,942.086,6
"animales Animals",1,12,14,4,1,19,13,34,468.3421,6
"Families of Guatemala",1,12,14,4,1,19,13,35,972.81,6
"Its a big big world Safe and sound",1,12,16,24,1,19,13,36,613.6,6
"ballad of Mulan",1,12,15,31,1,19,13,37,398.22095,6
"magic school bus Human body",1,5,16,7,1,19,14,3,612,13
"iKnow animals letters sounds Vol 2",1,19,11,48,1,19,14,10,372.465,0
"Kick to get fit Jr for kids",1,13,12,45,1,19,14,12,613.71,6
"Activity TV Cooking snacks",1,13,16,42,1,19,14,17,641.5123,5
"Johnny Appleseed",1,5,12,46,1,19,14,18,398.22,14
"Who lives in Puget Sound",1,19,12,43,1,19,14,25,591.7699,0
"Dino world",1,15,17,33,1,19,14,27,567.9,3
"Getting to know Thomas Jefferson third president",1,12,16,46,1,19,14,32,973.46092,6
"George Washington first President",1,12,16,46,1,19,14,32,973.41092,6
"magic school bus Holiday special",1,12,16,46,1,19,14,35,333.72,6
"John Adams second president",1,12,16,46,1,19,14,35,973.44092,6
"Wiggles Its always Christmas with you",1,5,17,12,1,19,14,47,782.42083,13
"Rock n learn Earth science",1,12,12,25,1,19,14,47,550,7
"French Disc 6 I can count",1,5,17,10,1,19,14,48,448.3421,13
"Swinging safari",1,5,14,6,1,19,14,55,591.96,14
"Fun on the farm introducing Doodle the Rooster and his animated friends",1,2,16,57,1,19,14,57,630.68,16
"Dino world",1,13,16,23,1,19,15,1,567.9,5
"Alice in Wonderland a dance fantasy",1,2,16,57,1,19,15,7,792.8,16
Volcanoes,1,5,14,34,1,19,15,10,551.21,14
"You fu ri zhi I UFO diaries",1,10,14,11,1,19,15,17,001.942,9
"Swan Lake story a dance fantasy",1,6,15,24,1,19,15,18,792.842,12
"show del Topo Gigio Vol 9",1,6,15,25,1,19,15,19,791.45097,12
"show del Topo Gigio Vol I",1,6,15,25,1,19,15,20,791.45097,12
"Amazing North America",1,13,14,35,1,19,15,31,591.97,6
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,14,15,17,1,19,15,34,491.78346,5
"Russian for babies toddlers and preschoolers Disc 3 Playtime",1,14,15,17,1,19,15,34,491.78346,5
"Swan lake",1,11,16,18,1,19,15,38,792.842,7
"English ESL 6 I can count",1,5,12,4,1,19,15,43,428.3461,14
"National parks for kids",1,5,12,3,1,19,15,43,917.30492,14
"Wiggles Big big show",1,12,12,45,1,19,15,44,782.42083,7
Nutcracker,1,11,16,18,1,19,15,45,792.842,7
"best of Mighty machines flying racing rolling",1,5,15,44,1,19,15,47,629.225,14
"Rocks and minerals",1,5,15,18,1,19,15,52,552,14
"Wiggles The Wiggles go bananas",1,6,13,25,1,19,15,57,782.42083,13
Germany,1,5,12,4,1,19,15,57,914.304,14
"Wiggles Lets eat",1,6,13,25,1,19,15,57,782.42083,13
"Ready for science and geography",1,13,16,12,1,19,15,58,372.8,5
"Rock n learn Life science",1,5,12,4,1,19,15,58,570,14
"All about trucks",1,5,15,18,1,19,15,59,629.224,14
"English ESL 5 Happy sad and silly",1,5,12,4,1,19,16,0,428.3461,14
"English ESL 3 Playtime",1,5,12,4,1,19,16,0,428.3461,14
"Origami fun for kids",1,9,17,42,1,19,16,0,736.982,9
"science of Disney imagineering Fluids",1,5,15,47,1,19,16,0,532,14
"English ESL 2 Wake up smiling",1,5,12,4,1,19,16,1,428.3461,14
"English ESL 4 In my home",1,5,12,4,1,19,16,1,428.3461,14
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,5,15,18,1,19,16,1,623.82,14
"John Henry steel driving man a story from the U S A",1,5,12,3,1,19,16,1,398.22,14
"Meet the numbers",1,5,11,16,1,19,16,24,372.72,14
"Between the lions Animal stories 8 stories fun activities",1,5,11,16,1,19,16,28,372.465,14
"Valentines Day",1,5,11,16,1,19,16,28,394.2618,14
"Activity TV Hanukkah Vol 2",1,5,11,16,1,19,16,30,296.435,14
"Polar prowl",1,5,14,26,1,19,16,49,591.70911,14
"Between the lions Get cooking 8 stories fun activities",1,12,14,13,1,19,16,53,372.465,7
"Mister Maker Lets make it",1,5,16,57,1,19,17,1,745.5,14
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,5,15,8,1,19,17,6,491.78346,14
"Lets go to school with Mei Mei",1,6,16,0,1,19,17,11,495.1824,13
"Mandarin Chinese Disc 5 Happy sad and silly",1,8,18,18,1,19,17,11,495.13421,10
"Lots lots of fire songs safety tips",1,14,17,20,1,19,17,18,363.377,4
"Gustafer Yellowgolds Have you never been yellow",1,5,16,57,1,19,17,22,782.42083,14
"Postwar contemporary United States the 33rd 44th presidents",1,12,10,16,1,19,17,22,973.099,7
Biodiversity,1,11,16,18,1,19,17,25,574.5,8
Evolution,1,11,16,18,1,19,17,25,508,8
"Big fins",1,11,16,17,1,19,17,25,591.77,8
Birds,1,11,16,18,1,19,17,25,598,8
Fish,1,11,16,18,1,19,17,25,597,8
Reptiles,1,11,16,18,1,19,17,25,597.9,8
"Arctic tale",1,8,14,53,1,20,13,11,599.786,11
"Kids Ten Commandments the complete collection",1,18,12,12,1,20,13,22,241.52,2
"Words reading",1,15,13,7,1,20,13,24,372.4,5
"Letter combinations reading",1,15,13,7,1,20,13,24,372.4,5
"Childrens tales from the land of Gullah",1,15,13,7,1,20,13,25,398.217,5
"Amazing North America",1,12,12,18,1,20,13,28,591.97,8
"Wiggles You make me feel like dancing",1,17,10,26,1,20,13,39,201,3
"Wiggles Here comes the big red car",1,17,10,26,1,20,13,39,782.42083,3
"Farmyard friends",1,17,10,25,1,20,13,39,590,3
"Free to be you and me",1,15,13,7,1,20,13,51,810.8,5
"Learn ballet step by step",1,6,13,6,1,20,13,53,792.82,14
"Martin Luther King Jr",1,12,15,52,1,20,13,53,323.092,7
"Kids can play guitar",1,14,14,8,1,20,14,0,787.87,5
"Families of China",1,14,17,0,1,20,14,7,951,5
"Families of Philippines",1,14,13,3,1,20,14,8,959.9,6
"Im a potty pirate potty training for boys",1,14,13,3,1,20,14,8,649.62,6
"Families of Vietnam",1,14,13,3,1,20,14,9,959.7,6
"Math is everywhere",1,5,12,44,1,20,14,32,511.322,15
"frog prince",1,7,16,39,1,20,14,41,398.2,12
"Rainbows in the sea",1,17,14,37,1,20,15,11,577.789,3
"Ready for beginning math",1,7,16,38,1,20,15,14,372.7049,12
"Preschool fun Planets dinosaurs",1,7,16,39,1,20,15,14,523.4,12
"Meet the phonics Blends",1,7,16,39,1,20,15,14,372.465,12
"Peep and the big wide world Peep figures it out",1,7,16,39,1,20,15,14,372.35,12
"Meet the shapes",1,7,16,39,1,20,15,14,516.15,12
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,7,16,39,1,20,15,14,623.82,12
"All about the police",1,7,16,39,1,20,15,14,363.20973,12
"Rock n learn Phonics Volumes I II",1,7,16,38,1,20,15,14,372.465,12
"Rock n learn Physical science",1,7,16,38,1,20,15,14,500.2,12
"Rock n learn Telling time",1,7,16,38,1,20,15,14,681.113,12
"Alphabet and letter sounds",1,7,16,39,1,20,15,15,372.465,12
"Wonders down under",1,7,16,39,1,20,15,15,591.994,12
"magic school bus Creepy crawly fun",1,7,16,39,1,20,15,16,534,12
"Cesar Chavez",1,7,16,39,1,20,15,16,331.8813,12
"Snowplows on patrol",1,9,13,11,1,20,15,23,625.763,11
"Metal monsters",1,9,13,11,1,20,15,23,621.86,11
"All about John Deere for kids Part 4",1,9,13,11,1,20,15,23,629.225,11
Amphibians,1,11,16,18,1,20,15,49,597.8,8
"Farmyard friends",1,11,16,18,1,20,15,49,590,8
"Baby animals",1,11,16,17,1,20,15,49,599.5,8
"Pizza party Yoga class for kids",1,6,14,38,1,20,15,59,613.7046,14
Puppytown,1,11,11,58,1,20,16,13,636.707,9
"Lets learn how to use pastels and charcoal",1,14,15,29,1,20,16,35,741.235,6
"Spanish Disc 6 I can count",1,10,16,44,1,20,16,36,468.3421,9
"Rock n learn Addition subtraction rap",1,6,16,35,1,20,16,36,513.21,14
"Peep and the big wide world Peep floats",1,6,16,12,1,20,16,41,372.35,14
Sacagawea,1,11,14,9,1,20,16,41,978.00497,9
"Spanish for kids Beginner level 1 volume 2",1,10,16,44,1,20,16,42,468.3421,9
"School house rock Election collection",1,10,16,44,1,20,16,42,320.973,9
"Rock n learn Multiplication rap",1,6,16,35,1,20,16,42,513.213,14
"Eyewitness Weather",1,6,16,35,1,20,16,42,551.55,14
"Families of Sweden",1,10,19,36,1,20,16,55,948.5,9
"Families of Russia",1,10,13,36,1,22,10,6,947.086,11
"Families of Sweden",1,10,13,36,1,22,10,6,948.5,11
"Families of Thailand",1,10,13,36,1,22,10,6,959.3,11
Claws,1,18,10,58,1,22,10,31,599.75,3
"Animal atlas Animal ABCs",1,18,10,57,1,22,10,31,421.1,3
"David Goliath",1,20,13,27,1,22,10,56,222.4092,1
"Ca nhac XuÆn Mai 5",1,19,11,16,1,22,11,20,782.42083,3
"XuÆn Mai 16",1,19,11,16,1,22,11,20,782.42083,3
"Rainbows in the sea",1,9,11,46,1,22,11,43,577.789,12
"Meet the phonics Letter sounds",1,4,15,11,1,22,12,15,372.465,17
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",1,14,17,20,1,22,12,16,438.3421,7
"Schoolhouse rock Grammar",1,5,13,3,1,22,12,16,428,16
Horse,1,15,10,16,1,22,12,25,636.1,7
"Signing time Series 2 volume 7 My favorite sport",1,9,19,10,1,22,12,26,419.7,12
"Signing time Series 2 volume 12 Box of crayons",1,9,19,10,1,22,12,26,419.7,12
Seashore,1,15,10,16,1,22,12,27,578.7699,7
"Hola amigos Volume 1",1,8,14,42,1,22,12,27,468.3421,13
"Rock n learn Letter sounds",1,7,14,4,1,22,12,27,372.465,14
"I spy A rockin bronco and other stories",1,2,15,9,1,22,12,28,793.735,19
"Sid the science kid Sids backyard campout",1,12,15,56,1,22,12,33,796.54,9
Japan,1,7,14,59,1,22,12,34,915.2,14
"More families of Mexico",1,7,14,59,1,22,12,36,972.0836,14
Claws,1,17,10,36,1,22,12,37,599.75,5
"magic school bus Human body",1,17,10,36,1,22,12,48,612,5
Life,1,11,17,57,1,22,13,14,570,10
"National park animals for kids",1,7,12,18,1,22,13,32,590.0973,15
"Fairy dancing",1,15,16,55,1,22,13,32,791.4372,6
"Activity TV Room projects",1,15,16,52,1,22,13,32,747.1,6
"Play learn Chinese with Mei Mei 3",1,7,19,30,1,22,13,32,495.1824,14
"magic school bus Space adventures",1,17,17,45,1,22,13,34,523,4
"Radio Disney party jams the concert",1,18,11,24,1,22,13,35,781.66078,4
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",1,12,15,3,1,22,13,36,495.1824,9
"Sid the science kid Gizmos and gadgets",1,12,15,3,1,22,13,36,621.8,9
"Learn Chinese lets go to market in China",1,7,19,30,1,22,13,36,495.18342,14
"Learn Chinese lets visit Chinese kindergarten",1,12,15,3,1,22,13,36,495.18342,9
"Sid the science kid Sids sense ational adventures",1,12,15,3,1,22,13,36,500,9
"Swingset mamas swing dance and sing",1,15,16,52,1,22,13,44,782.42083,6
"Storytellers favorite fables",1,15,12,53,1,22,13,58,398.24,7
"Spanish 1 Eating and drinking",1,15,17,25,1,22,13,59,468.3421,6
"Mister Rogers neighborhood What do you do with the mad that you feel",1,16,14,47,1,22,14,1,152.47,5
"Digging up dinosaurs",1,9,15,21,1,22,14,10,567.9,12
"science of Disney imagineering Trajectory",1,20,15,44,1,22,14,10,531.55,1
"Drawing power Vol 5 My ultimate room",1,14,14,44,1,22,14,15,747.77083,7
"Free to be you and me",1,14,14,44,1,22,14,15,810.8,7
"Jesus movie",1,13,16,44,1,22,14,17,232.901,8
"Meet the phonics Blends",1,8,11,5,1,22,14,24,372.465,14
"British Isles",1,17,14,1,1,22,14,32,914.1,5
"little travelers Episode 4 Iran",1,17,14,1,1,22,14,32,915.5,5
Japan,1,17,13,59,1,22,14,33,915.2,5
"Families of China",1,14,17,22,1,22,14,36,951,7
"Garbage monsters",1,7,11,45,1,22,14,47,628.445,15
"magic school bus catches a wave",1,8,16,30,1,22,15,12,553.7,13
"Jim Hensons the storyteller Greek myths",1,15,16,1,1,22,15,14,398.2,6
"Rock n learn Earth science",1,15,15,29,1,22,15,35,550,7
"magic school bus Space adventures",1,15,11,55,1,22,15,38,523,7
"Sid the science kid Going going green",1,10,16,41,1,22,15,39,791.4575,11
"Mighty machines Machines on the job",1,15,11,55,1,22,15,46,621.8,7
"Im a potty princess potty training for girls",1,14,16,18,1,22,15,48,649.62,7
"Mighty machines Roadways to runways",1,15,11,54,1,22,15,52,629.133,7
"Activity TV Puppets",1,3,12,12,1,22,16,4,745.59224,19
"Mighty machines Lights ladders",1,15,11,54,1,22,16,7,629.224,7
"All about cells body systems",1,6,15,21,1,22,16,9,571.6,16
"Animal atlas Family time",1,6,15,21,1,22,16,9,590,16
"Sportscamp Baseball",1,17,15,28,1,22,16,9,796.3572,5
"Rock n learn Earth science",1,6,15,21,1,22,16,9,550,16
"Wiggles Its always Christmas with you",1,14,11,15,1,22,16,10,782.42083,8
"Totally tropical rain forest",1,5,17,52,1,22,16,14,591.96,16
